Profile ID,Exam Score,Prediction (first submitted answer),Prediction (last submitted answer),Number of Practice Exams Survey Answer,Delayed Feedback Format?,Number of Practice Questions Done,Number of Practice Questions Done Before Survey,Time of 20th submission (hours before exam)
35429,75,83.0,83.0,3,0,24,0,-21.733333333333334
34252,81.2,NULL,NULL,NULL,NULL,0.0,0.0,NULL
33804,84.4,50.0,50.0,2,1,24,0,-0.7166666666666667
36396,90.6,100.0,100.0,2,NULL,0.0,0.0,NULL
35423,75,90.0,90.0,2,0,16,0,NULL
35422,50,NULL,NULL,NULL,0,38,0,-11.15
35421,71.9,90.0,90.0,0,NULL,0.0,0.0,NULL
35420,100,80.0,80.0,3,0,80,70,-118.95
35427,71.9,70.0,70.0,4,0,93,0,-26.116666666666667
35425,81.2,80.0,80.0,2,0,44,0,-4.966666666666667
35424,93.7,88.0,88.0,4,0,64,23,-46.55
34699,93.7,85.0,85.0,0,1,24,0,-27.466666666666665
35428,71.9,100.0,100.0,4,1,93,0,-78.38333333333334
31923,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
34443,93.7,70.0,70.0,0,0,3,0,NULL
36161,90.6,85.0,85.0,4,0,93,46,-72.63333333333334
33983,90.6,85.0,85.0,1,1,28,0,-25.016666666666666
36160,93.7,75.0,75.0,4,1,93,0,-23.133333333333333
30136,87.5,80.0,65.0,1,1,7,0,NULL
35634,93.7,90.0,90.0,2,0,20,0,459.1333333333333
36043,84.4,85.0,85.0,3,1,72,23,-68.08333333333333
30504,96.9,100.0,100.0,0,0,7,0,NULL
31269,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
36165,93.7,80.0,80.0,4,0,93,47,-50.516666666666666
34406,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
36068,37.5,55.0,55.0,2,1,0,0,NULL
33803,71.9,85.0,85.0,3,1,47,47,-116.08333333333333
36210,68.7,65.0,65.0,3,0,80,62,-72.03333333333333
36213,84.4,80.0,80.0,0,NULL,0.0,0.0,NULL
33800,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
36215,81.2,100.0,100.0,2,0,52,35,-29.016666666666666
36214,68.7,80.0,80.0,2,1,47,35,-48.35
36217,96.9,90.0,90.0,1,0,53,0,-51.56666666666667
36216,28.1,60.0,60.0,1,NULL,0.0,0.0,NULL
16301,NULL,NULL,NULL,NULL,0,163,0,-293.05
36218,93.7,80.0,80.0,0,1,9,5,NULL
25459,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
35694,71.9,100.0,100.0,2,1,45,10,-4.683333333333334
36386,65.6,100.0,100.0,1,1,18,6,NULL
36193,62.5,40.0,40.0,0,0,31,0,-1.7
35861,96.9,90.0,90.0,4,1,92,68,-145.48333333333332
34088,31.2,60.0,60.0,4,1,7,0,NULL
35087,87.5,80.0,80.0,0,0,20,0,468.9
31217,87.5,90.0,90.0,0,1,21,0,-0.5166666666666667
36113,59.4,80.0,80.0,2,1,16,3,NULL
35044,84.4,90.0,90.0,0,1,2,0,NULL
35741,90.6,NULL,NULL,NULL,NULL,0.0,0.0,NULL
34538,84.4,60.0,60.0,0,0,84,0,-43.65
34539,31.2,100.0,100.0,2,0,16,0,NULL
34532,87.5,80.0,80.0,2,1,4,0,NULL
34533,84.4,80.0,80.0,2,0,18,0,NULL
34530,93.7,100.0,100.0,2,1,0,0,NULL
34537,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
34535,93.7,NULL,NULL,NULL,1,93,0,-4.333333333333333
35917,84.4,100.0,100.0,2,0,62,50,-22.15
35845,93.7,80.0,80.0,1,1,28,24,-45.8
35915,71.9,100.0,100.0,4,1,23,0,451.06666666666666
35914,78.1,100.0,100.0,2,1,21,3,-1.5
36397,81.2,NULL,NULL,NULL,0,47,0,-3.15
35912,62.5,NULL,NULL,NULL,0,24,0,-1.1
35911,93.7,90.0,90.0,4,0,67,0,-6.516666666666667
36052,93.7,88.0,88.0,2,1,93,0,-41.61666666666667
36325,96.9,90.0,90.0,4,1,93,93,-125.6
36324,90.6,100.0,90.0,1,NULL,0.0,0.0,NULL
36326,68.7,80.0,80.0,2,1,21,0,-2.7
36051,87.5,90.0,90.0,4,1,92,92,-103.1
36323,87.5,100.0,100.0,0,NULL,0.0,0.0,NULL
36322,78.1,70.0,70.0,4,0,93,70,-53.583333333333336
35130,93.7,9.0,9.0,4,0,30,0,-1.4333333333333333
36288,75,85.0,85.0,1,NULL,0.0,0.0,NULL
34034,96.9,999.0,999.0,3,0,53,0,-7.233333333333333
35680,43.7,70.0,100.0,3,1,73,32,-89.83333333333333
34030,68.7,100.0,100.0,3,1,21,0,-0.4666666666666667
35139,87.5,50.0,50.0,2,0,93,0,-1.9166666666666667
35841,100,80.0,80.0,3,0,93,69,-42.86666666666667
36280,0,NULL,NULL,NULL,NULL,0.0,0.0,NULL
36281,93.7,70.0,70.0,1,0,30,0,-3.85
35799,75,75.0,75.0,2,0,73,23,-50.65
36287,93.7,95.0,95.0,3,0,70,6,-25.566666666666666
36284,78.1,80.0,80.0,0,0,83,0,-21.75
36056,56.2,80.0,80.0,1,0,6,0,NULL
35269,96.9,77.0,100.0,NULL,1,18,0,NULL
35611,87.5,100.0,80.0,2,1,23,0,-27.116666666666667
35599,71.9,85.0,85.0,3,0,67,57,-76.36666666666666
35598,93.7,90.0,90.0,4,1,93,0,-25.116666666666667
35614,56.2,80.0,80.0,2,0,21,2,-0.21666666666666667
35615,90.6,80.0,80.0,3,0,35,0,-77.95
35616,100,80.0,80.0,3,NULL,0.0,0.0,NULL
35617,90.6,100.0,100.0,3,0,10,0,NULL
35261,87.5,100.0,100.0,4,1,93,93,-78.3
35592,93.7,90.0,90.0,3,0,93,0,-32.85
35263,59.4,60.0,75.0,1,0,9,0,NULL
35262,87.5,70.0,70.0,3,1,69,45,-31.9
35597,65.6,80.0,90.0,3,0,19,0,NULL
35596,90.6,90.0,90.0,0,1,20,0,-25.75
35595,68.7,100.0,100.0,1,0,11,0,NULL
35594,65.6,75.0,75.0,2,1,19,0,NULL
34626,90.6,85.0,85.0,1,0,23,0,-2.683333333333333
34624,81.2,70.0,70.0,0,1,90,0,-9.716666666666667
34625,81.2,80.0,80.0,2,1,83,61,-128.6
34623,78.1,75.0,75.0,2,0,76,24,-49.016666666666666
27980,62.5,60.0,60.0,2,1,52,34,-126.61666666666666
36150,87.5,85.0,85.0,2,NULL,0.0,0.0,NULL
35283,93.7,90.0,90.0,3,1,70,70,-74.01666666666667
34628,96.9,80.0,80.0,3,0,73,47,-76.61666666666666
36130,87.5,100.0,100.0,2,1,40,0,-1.6
36131,84.4,NULL,NULL,NULL,0,23,0,-0.23333333333333334
36132,90.6,80.0,80.0,1,0,53,23,-26.166666666666668
36111,68.7,90.0,90.0,0,1,14,0,NULL
36134,84.4,90.0,90.0,4,1,93,47,-152.9
36135,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
15333,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
36137,84.4,75.0,75.0,0,NULL,0.0,0.0,NULL
36138,81.2,100.0,100.0,3,1,70,0,-25.5
36116,43.7,80.0,80.0,1,0,9,0,NULL
36028,59.4,0.0,0.0,0,0,27,0,-4.95
35724,84.4,100.0,100.0,3,0,70,70,-76.3
35725,87.5,NULL,NULL,NULL,0,50,0,-1.8333333333333333
35726,53.1,70.0,70.0,2,1,92,0,-5.933333333333334
34669,81.2,70.0,70.0,2,0,89,22,-17.566666666666666
35721,81.2,100.0,100.0,4,1,91,67,-75.35
35865,78.1,80.0,80.0,3,1,47,0,-21.2
35688,71.9,85.0,85.0,2,1,47,0,-7.15
33410,78.1,100.0,100.0,3,1,90,0,-26.783333333333335
35686,100,100.0,100.0,1,NULL,0.0,0.0,NULL
35869,84.4,85.0,85.0,3,0,93,70,-77.15
35684,62.5,NULL,NULL,NULL,1,41,0,-7.116666666666666
36035,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
35682,96.9,100.0,100.0,3,NULL,0.0,0.0,NULL
35681,93.7,86.0,100.0,0,NULL,0.0,0.0,NULL
36036,96.9,92.0,92.0,2,NULL,0.0,0.0,NULL
35467,93.7,85.0,85.0,2,0,16,0,NULL
35466,87.5,90.0,90.0,4,0,93,46,-170.3
30149,46.9,75.0,75.0,3,0,47,0,-5.816666666666666
35464,81.2,80.0,70.0,4,1,93,23,-123.28333333333333
35463,100,100.0,100.0,4,0,93,0,-89.46666666666667
35462,84.4,67.0,80.0,3,1,93,70,-41.95
36388,65.6,100.0,100.0,0,NULL,0.0,0.0,NULL
35665,59.4,85.0,85.0,1,0,21,0,-1.1333333333333333
35664,93.7,100.0,100.0,4,1,38,0,-1.1833333333333333
35667,93.7,85.0,85.0,3,1,79,12,-22.45
35666,93.7,100.0,100.0,4,0,93,46,-101.18333333333334
31889,0,NULL,NULL,NULL,NULL,0.0,0.0,NULL
35660,71.9,65.0,65.0,3,0,93,70,-73.56666666666666
35663,78.1,90.0,90.0,2,0,47,23,-27.833333333333332
36133,100,92.0,92.0,3,NULL,0.0,0.0,NULL
36195,78.1,75.0,75.0,2,1,23,0,-4.766666666666667
35669,81.2,75.0,75.0,0,1,4,0,NULL
23409,0,NULL,NULL,NULL,NULL,0.0,0.0,NULL
36267,65.6,100.0,80.0,1,NULL,0.0,0.0,NULL
35975,100,70.0,70.0,2,1,17,0,NULL
34548,81.2,80.0,80.0,4,0,90,90,-163.36666666666667
35750,40.6,100.0,100.0,4,1,93,0,-54.65
35096,68.7,NULL,NULL,0,1,11,0,NULL
34845,96.9,90.0,90.0,2,0,93,0,-26.2
34842,100,70.0,70.0,2,NULL,0.0,0.0,NULL
35977,90.6,0.0,0.0,4,1,70,70,-46.983333333333334
36145,81.2,70.0,70.0,4,0,73,0,-51.96666666666667
36144,65.6,80.0,80.0,0,1,0,0,NULL
33706,84.4,80.0,80.0,4,1,93,0,-116.6
35752,56.2,23.0,23.0,3,0,36,30,-68.43333333333334
36141,87.5,100.0,100.0,2,1,81,4,-7.083333333333333
33701,90.6,85.0,85.0,4,1,93,23,-196.05
33702,46.9,78.0,78.0,4,0,33,0,-20.35
36142,87.5,100.0,100.0,2,1,88,28,-41.266666666666666
35755,96.9,80.0,80.0,2,1,18,2,NULL
35700,100,75.0,75.0,2,1,70,0,-8.366666666666667
36149,87.5,60.0,60.0,4,1,86,0,-19.65
36148,87.5,80.0,80.0,0,NULL,0.0,0.0,NULL
35879,93.7,NULL,NULL,NULL,0,35,0,-7.1
35827,71.9,80.0,80.0,2,0,41,0,-0.9166666666666666
34369,62.5,70.0,70.0,0,1,32,0,-3.5
25142,NULL,NULL,NULL,NULL,1,0,0,NULL
35973,71.9,40.0,40.0,1,1,9,9,NULL
36405,90.6,100.0,100.0,1,0,16,0,NULL
35972,96.9,NULL,NULL,NULL,1,24,0,-7.0
36382,81.2,70.0,70.0,1,0,70,0,-18.333333333333332
33849,28.1,NULL,NULL,NULL,0,7,0,NULL
33848,43.7,100.0,100.0,2,0,70,0,-3.6
35874,81.2,84.0,84.0,2,1,56,35,-100.71666666666667
35758,87.5,100.0,100.0,4,0,93,0,-165.73333333333332
35876,28.1,100.0,100.0,1,NULL,0.0,0.0,NULL
36401,90.6,90.0,100.0,2,0,76,0,-38.45
31702,84.4,100.0,100.0,3,1,88,88,-225.83333333333334
35449,96.9,100.0,100.0,4,1,80,23,-75.61666666666666
36021,81.2,90.0,90.0,4,0,93,93,-189.15
35954,93.7,75.0,75.0,4,0,93,85,-77.83333333333333
35870,90.6,60.0,60.0,0,1,0,0,NULL
35820,93.7,70.0,70.0,0,0,44,0,-3.6333333333333333
35871,78.1,NULL,NULL,NULL,0,4,0,NULL
36024,84.4,100.0,80.0,2,0,46,0,-3.9
33566,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
35816,75,100.0,100.0,2,1,23,0,-2.3
34213,90.6,NULL,NULL,NULL,NULL,0.0,0.0,NULL
34212,40.6,60.0,60.0,2,1,7,0,NULL
36197,100,NULL,NULL,NULL,NULL,0.0,0.0,NULL
36402,100,70.0,70.0,4,1,2,0,NULL
35169,90.6,100.0,100.0,4,0,93,0,-51.5
35937,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
36070,68.7,70.0,70.0,3,1,53,0,-84.51666666666667
34060,43.7,100.0,100.0,2,0,7,0,NULL
35892,65.6,NULL,NULL,NULL,1,19,0,NULL
35893,75,100.0,100.0,1,0,0,0,NULL
36415,84.4,90.0,90.0,0,0,0,0,NULL
35891,100,85.0,85.0,2,1,30,0,-2.55
35896,84.4,90.0,90.0,3,1,81,70,-146.91666666666666
35897,71.9,100.0,100.0,4,1,64,0,-114.03333333333333
35894,87.5,75.0,75.0,1,0,73,0,-68.7
36080,90.6,80.0,80.0,1,NULL,0.0,0.0,NULL
36081,71.9,NULL,NULL,NULL,0,27,0,-47.166666666666664
35898,100,95.0,95.0,4,1,93,6,-27.816666666666666
36083,90.6,80.0,80.0,1,0,24,24,-19.416666666666668
36084,78.1,85.0,85.0,3,0,70,16,-48.95
36085,78.1,85.0,85.0,NULL,1,42,0,-52.06666666666667
36086,90.6,NULL,NULL,NULL,NULL,0.0,0.0,NULL
36022,84.4,100.0,100.0,4,0,85,0,-3.95
36248,87.5,75.0,75.0,2,0,42,0,-5.066666666666666
35769,78.1,77.0,77.0,3,0,50,0,-48.35
36247,87.5,85.0,85.0,2,1,17,0,NULL
36244,31.3,80.0,80.0,2,0,1,0,NULL
36242,62.5,100.0,70.0,3,0,28,23,-51.483333333333334
36243,100,80.0,80.0,4,1,93,93,-97.25
36240,65.6,80.0,80.0,3,1,38,4,-10.266666666666667
36241,90.6,100.0,100.0,1,1,75,23,-71.0
34442,59.4,60.0,60.0,1,0,23,0,-1.1833333333333333
35478,87.5,85.0,85.0,3,0,93,53,-24.183333333333334
34440,84.4,NULL,NULL,NULL,1,0,0,NULL
34446,40.6,75.0,75.0,1,NULL,0.0,0.0,NULL
34447,100,75.0,75.0,4,0,93,47,-167.56666666666666
34445,46.9,70.0,70.0,2,0,16,0,NULL
34449,90.6,70.0,70.0,0,1,26,0,-21.0
36023,93.7,65.0,65.0,1,1,0,0,NULL
35959,87.5,0.0,0.0,1,0,33,0,-25.966666666666665
35719,87.5,80.0,80.0,4,0,93,93,-143.01666666666668
35718,93.7,100.0,100.0,0,NULL,0.0,0.0,NULL
35715,90.6,NULL,NULL,NULL,0,41,0,-1.95
35714,90.6,90.0,90.0,3,1,35,0,-6.266666666666667
35716,100,100.0,100.0,4,0,75,0,-17.783333333333335
35710,100,80.0,80.0,2,1,18,0,NULL
35713,87.5,80.0,80.0,4,0,93,93,-198.75
35712,93.7,90.0,90.0,2,0,23,0,-3.4166666666666665
35944,96.9,84.0,84.0,3,0,93,0,-46.2
34541,31.3,NULL,NULL,NULL,NULL,0.0,0.0,NULL
34540,59.4,80.0,80.0,3,1,43,0,-25.933333333333334
34546,43.7,100.0,50.0,1,0,14,0,NULL
34545,53.1,45.0,45.0,1,0,93,23,-21.1
33587,87.5,90.0,90.0,0,1,19,0,NULL
34663,90.6,80.0,80.0,4,1,89,66,-146.45
34549,75,90.0,90.0,4,0,93,93,-212.5
34661,65.6,75.0,75.0,0,0,70,0,-21.633333333333333
34666,84.4,NULL,NULL,NULL,1,12,0,NULL
34667,50,NULL,NULL,NULL,NULL,0.0,0.0,NULL
34664,68.7,NULL,NULL,NULL,0,22,0,-0.9166666666666666
36404,87.5,75.0,75.0,3,0,93,0,-73.83333333333333
35826,81.2,95.0,95.0,1,1,24,0,-0.75
35825,59.4,70.0,70.0,1,0,35,4,-2.1
35824,56.2,60.0,60.0,0,0,0,0,NULL
35822,53.1,60.0,60.0,1,0,10,0,NULL
35821,90.6,100.0,100.0,4,0,93,0,-34.68333333333333
35578,81.2,90.0,90.0,4,0,93,93,-123.58333333333333
35940,100,83.0,83.0,4,0,93,70,-29.566666666666666
36408,68.7,69.0,80.0,2,0,0,0,NULL
36409,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
35829,93.7,80.0,80.0,0,0,12,0,NULL
35768,100,80.0,80.0,0,0,23,0,-0.5833333333333334
35000,43.7,80.0,80.0,3,NULL,0.0,0.0,NULL
35003,90.6,NULL,NULL,0,1,6,0,NULL
35948,100,100.0,100.0,1,0,24,0,-4.7
35949,90.6,100.0,100.0,3,1,93,0,-16.516666666666666
34140,50,100.0,70.0,2,NULL,0.0,0.0,NULL
35760,87.5,100.0,90.0,2,1,93,23,-98.88333333333334
35761,96.9,80.0,80.0,3,0,27,0,-27.616666666666667
35762,75,65.0,65.0,4,1,93,70,-196.0
35767,78.1,75.0,75.0,1,1,28,19,-46.46666666666667
35764,96.9,100.0,100.0,1,1,4,0,NULL
35765,84.4,90.0,90.0,2,1,49,0,-23.1
35942,46.9,NULL,NULL,NULL,NULL,0.0,0.0,NULL
35943,81.2,85.0,85.0,2,1,70,38,-195.16666666666666
